[HEADER]
Format	J&M ASCII Table
Comment	
Date	2/12/1980 5:27:42 AM
Order	Y (evenX)
TechType	UV
NumPoints	483
FirstX	250.00
LastX	732.00
XType	NMetr
YType	Count
[DATA]
508.000000	21081.896484
509.000000	21315.359375
510.000000	21541.986328
511.000000	21764.482422
512.000000	21987.318359
513.000000	22215.369141
514.000000	22448.628906
515.000000	22684.000000
516.000000	22922.419922
517.000000	23168.724609
518.000000	23424.783203
519.000000	23688.144531
520.000000	23957.050781
521.000000	24231.755859
522.000000	24512.957031
523.000000	24801.947266
524.000000	25099.099609
525.000000	25400.230469
526.000000	25700.859375
527.000000	26003.269531
528.000000	26312.107422
529.000000	26627.097656
530.000000	26945.031250
531.000000	27264.167969
532.000000	27584.035156
533.000000	27902.238281
534.000000	28213.951172
535.000000	28518.164062
536.000000	28821.068359
537.000000	29126.859375
538.000000	29432.408203
539.000000	29733.576172
540.000000	30026.980469
541.000000	30310.691406
542.000000	30590.386719
543.000000	30873.363281
544.000000	31155.349609
545.000000	31426.365234
546.000000	31685.822266
547.000000	31940.439453
548.000000	32192.644531
549.000000	32439.841797
550.000000	32682.755859
551.000000	32927.894531
552.000000	33178.203125
553.000000	33427.019531
554.000000	33670.250000
555.000000	33917.714844
556.000000	34178.316406
557.000000	34440.167969
558.000000	34691.242187
559.000000	34973.414062
560.000000	35341.472656
561.000000	35679.164062
562.000000	35774.339844
563.000000	35959.875000
564.000000	37081.437500
565.000000	38351.773437
566.000000	36639.871094
567.000000	31678.806641
568.000000	29473.271484
569.000000	33849.621094
570.000000	39680.171875
571.000000	41631.011719
572.000000	41120.910156
573.000000	41093.410156
574.000000	41779.550781
575.000000	42329.710937
576.000000	42570.898437
577.000000	42737.222656
578.000000	42895.589844
579.000000	42962.808594
580.000000	42903.632812
581.000000	42748.492187
582.000000	42486.308594
583.000000	42024.750000
584.000000	41399.343750
585.000000	41000.511719
586.000000	40819.730469
587.000000	39081.730469
588.000000	34423.988281
589.000000	30381.587891
590.000000	31514.910156
591.000000	35715.351562
592.000000	37668.730469
593.000000	36636.472656
594.000000	35305.789062
595.000000	34789.132812
596.000000	34416.601562
597.000000	33796.347656
598.000000	33098.554687
599.000000	32465.953125
600.000000	31874.910156
601.000000	31293.216797
602.000000	30733.498047
603.000000	30214.255859
604.000000	29738.173828
605.000000	29303.287109
606.000000	28908.787109
607.000000	28554.232422
608.000000	28237.322266
609.000000	27954.421875
610.000000	27699.091797
611.000000	27462.431641
612.000000	27238.828125
613.000000	27027.078125
614.000000	26824.451172
615.000000	26624.820312
616.000000	26424.214844
617.000000	26225.527344
618.000000	26033.191406
619.000000	25853.203125
620.000000	25691.267578
621.000000	25548.986328
622.000000	25426.269531
623.000000	25321.593750
624.000000	25232.500000
625.000000	25154.052734
626.000000	25079.496094
627.000000	25004.728516
628.000000	24928.621094
629.000000	24850.914062
630.000000	24772.464844
631.000000	24693.333984
632.000000	24611.572266
633.000000	24526.128906
634.000000	24439.806641
635.000000	24355.326172
636.000000	24271.119141
637.000000	24184.544922
638.000000	24094.697266
639.000000	24001.533203
640.000000	23905.943359
641.000000	23809.500000
642.000000	23715.345703
643.000000	23628.070312
644.000000	23552.609375
645.000000	23494.251953
646.000000	23455.337891
647.000000	23432.734375
648.000000	23425.955078
649.000000	23443.156250
650.000000	23500.789062
651.000000	23642.400391
652.000000	23917.111328
653.000000	24367.564453
654.000000	25012.894531
655.000000	25682.322266
656.000000	26113.660156
657.000000	26172.425781
658.000000	25824.142578
659.000000	25120.978516
660.000000	24204.925781
661.000000	23240.447266
662.000000	22418.773437
663.000000	21844.333984
664.000000	21430.361328
665.000000	21088.726562
666.000000	20804.539062
667.000000	20575.062500
668.000000	20387.595703
669.000000	20228.869141
670.000000	20101.691406
671.000000	20014.330078
672.000000	19960.302734
673.000000	19924.367187
674.000000	19895.394531
675.000000	19866.064453
676.000000	19834.398437
677.000000	19804.697266
678.000000	19777.736328
679.000000	19747.556641
680.000000	19709.925781
681.000000	19666.492187
682.000000	19618.333984
683.000000	19561.248047
684.000000	19491.003906
685.000000	19409.673828
686.000000	19320.912109
687.000000	19224.152344
688.000000	19116.734375
689.000000	18995.449219
690.000000	18856.869141
691.000000	18700.917969
692.000000	18530.720703
693.000000	18346.798828
694.000000	18145.941406
695.000000	17926.388672
696.000000	17689.716797
697.000000	17437.132812
698.000000	17167.751953
699.000000	16880.208984
700.000000	16572.699219
701.000000	16243.997070
702.000000	15897.089844
703.000000	15536.324219
704.000000	15163.851562
705.000000	14780.471680
706.000000	14384.638672
707.000000	13973.077148
708.000000	13544.091797
709.000000	13097.717773
710.000000	12632.743164
711.000000	12145.948242
712.000000	11636.125000
713.000000	11106.777344
714.000000	10561.808594
715.000000	10004.447266
716.000000	9438.005859
717.000000	8866.798828
718.000000	8295.315430
719.000000	7727.260254
720.000000	7166.162598
721.000000	6617.165039
722.000000	6086.306641
723.000000	5578.475586
724.000000	5097.477051
725.000000	4643.799316
726.000000	4214.079590
727.000000	3806.227051
728.000000	3420.638916
729.000000	3058.403320
730.000000	2721.691406
731.000000	2409.865479
732.000000	2112.088379
