[HEADER]
Format	J&M ASCII Table
Comment	
Date	2/12/1980 5:27:22 AM
Order	Y (evenX)
TechType	UV
NumPoints	483
FirstX	250.00
LastX	732.00
XType	NMetr
YType	Count
[DATA]
511.000000	279.126465
512.000000	278.402344
513.000000	277.164246
514.000000	276.148041
515.000000	276.199829
516.000000	277.253296
517.000000	278.367249
518.000000	278.950043
519.000000	278.945374
520.000000	278.478088
521.000000	277.958130
522.000000	277.613983
523.000000	277.033508
524.000000	275.923065
525.000000	275.049347
526.000000	275.315399
527.000000	276.528900
528.000000	278.058716
529.000000	279.477814
530.000000	280.476379
531.000000	280.589050
532.000000	279.251617
533.000000	277.307800
534.000000	277.352356
535.000000	279.801605
536.000000	280.925018
537.000000	278.578339
538.000000	275.998230
539.000000	276.201935
540.000000	277.809540
541.000000	278.638916
542.000000	278.274323
543.000000	277.039642
544.000000	276.014099
545.000000	276.551086
546.000000	277.854797
547.000000	277.519867
548.000000	275.645599
549.000000	275.175293
550.000000	277.148956
551.000000	279.285004
552.000000	279.822388
553.000000	278.936066
554.000000	277.257324
555.000000	276.039948
556.000000	276.363922
557.000000	277.676208
558.000000	278.915710
559.000000	279.246765
560.000000	278.066376
561.000000	276.375305
562.000000	276.202423
563.000000	277.462433
564.000000	277.966278
565.000000	276.949097
566.000000	275.806824
567.000000	275.553436
568.000000	276.074219
569.000000	277.050964
570.000000	277.970367
571.000000	278.361359
572.000000	278.112305
573.000000	277.269012
574.000000	276.258240
575.000000	275.642273
576.000000	275.712189
577.000000	276.559418
578.000000	277.660461
579.000000	277.974640
580.000000	277.109436
581.000000	275.506531
582.000000	274.026672
583.000000	274.183929
584.000000	276.542725
585.000000	279.018158
586.000000	279.713776
587.000000	279.112854
588.000000	278.169952
589.000000	277.228546
590.000000	276.423370
591.000000	275.997681
592.000000	276.214569
593.000000	276.789337
594.000000	277.035767
595.000000	276.618164
596.000000	275.599335
597.000000	274.652222
598.000000	275.350006
599.000000	278.019501
600.000000	280.058228
601.000000	279.546936
602.000000	278.074860
603.000000	277.458221
604.000000	277.140198
605.000000	276.085937
606.000000	275.062378
607.000000	275.500610
608.000000	277.167511
609.000000	278.770752
610.000000	279.371674
611.000000	278.405090
612.000000	276.565460
613.000000	276.155609
614.000000	277.636017
615.000000	277.827271
616.000000	275.082581
617.000000	273.000671
618.000000	274.686859
619.000000	277.698822
620.000000	278.782104
621.000000	278.223267
622.000000	277.518982
623.000000	277.110657
624.000000	276.854584
625.000000	276.439636
626.000000	275.457764
627.000000	274.282684
628.000000	274.137024
629.000000	275.456940
630.000000	277.383270
631.000000	279.082184
632.000000	280.029236
633.000000	279.925293
634.000000	279.074219
635.000000	277.930603
636.000000	277.080078
637.000000	277.056213
638.000000	277.710114
639.000000	278.576508
640.000000	279.075806
641.000000	278.602936
642.000000	277.486847
643.000000	276.886780
644.000000	277.023804
645.000000	276.870758
646.000000	275.937317
647.000000	274.875214
648.000000	274.390625
649.000000	275.006409
650.000000	276.877014
651.000000	278.823517
652.000000	279.501648
653.000000	278.526855
654.000000	276.020081
655.000000	273.500153
656.000000	273.055939
657.000000	274.351593
658.000000	275.291992
659.000000	275.515656
660.000000	276.521729
661.000000	278.378632
662.000000	278.878845
663.000000	277.214813
664.000000	275.988708
665.000000	277.109589
666.000000	278.933197
667.000000	279.472443
668.000000	278.366638
669.000000	275.890045
670.000000	273.453400
671.000000	272.765961
672.000000	273.558655
673.000000	274.427338
674.000000	275.218689
675.000000	276.828400
676.000000	278.727753
677.000000	278.638947
678.000000	276.068146
679.000000	273.767944
680.000000	273.696075
681.000000	275.055328
682.000000	276.725861
683.000000	277.933105
684.000000	278.100189
685.000000	277.291962
686.000000	275.829163
687.000000	274.367401
688.000000	273.695892
689.000000	274.239380
690.000000	276.119690
691.000000	278.347321
692.000000	278.895905
693.000000	277.371124
694.000000	275.665466
695.000000	275.206299
696.000000	276.197327
697.000000	278.146362
698.000000	279.004730
699.000000	277.314362
700.000000	275.166107
701.000000	275.073242
702.000000	276.545410
703.000000	278.088959
704.000000	279.431976
705.000000	280.887085
706.000000	281.568695
707.000000	279.753052
708.000000	276.019257
709.000000	273.424591
710.000000	273.303375
711.000000	274.188324
712.000000	274.835876
713.000000	274.991180
714.000000	274.627472
715.000000	274.028198
716.000000	273.486664
717.000000	273.062958
718.000000	272.837189
719.000000	273.485809
720.000000	275.746216
721.000000	278.366425
722.000000	279.039886
723.000000	277.794647
724.000000	276.598755
725.000000	276.201721
726.000000	275.846985
727.000000	275.018219
728.000000	273.743225
729.000000	272.391937
730.000000	272.022858
731.000000	273.381714
732.000000	275.795227
