[HEADER]
Format	J&M ASCII Table
Comment	
Date	5/30/2023 8:00:46 AM
Order	Y (evenX)
TechType	UV
NumPoints	483
FirstX	250.00
LastX	732.00
XType	NMetr
YType	Count
[DATA]
574.000000	43125.437500
575.000000	43447.886719
576.000000	43766.144531
577.000000	44018.667969
578.000000	44171.417969
579.000000	44215.886719
580.000000	44148.031250
581.000000	43968.253906
582.000000	43671.546875
583.000000	43242.812500
584.000000	42700.570312
585.000000	42153.593750
586.000000	41643.234375
587.000000	40893.375000
588.000000	39677.281250
589.000000	38503.882812
590.000000	38044.128906
591.000000	38039.121094
592.000000	37779.839844
593.000000	37149.121094
594.000000	36473.421875
595.000000	35881.816406
596.000000	35279.828125
597.000000	34620.707031
598.000000	33947.902344
599.000000	33297.074219
600.000000	32669.724609
601.000000	32064.904297
602.000000	31488.693359
603.000000	30948.617187
604.000000	30452.291016
605.000000	30006.148437
606.000000	29607.617187
607.000000	29250.105469
608.000000	28927.091797
609.000000	28632.316406
610.000000	28363.207031
611.000000	28120.441406
612.000000	27898.339844
613.000000	27682.867187
614.000000	27467.296875
615.000000	27259.603516
616.000000	27064.660156
617.000000	26874.513672
618.000000	26682.865234
619.000000	26498.771484
620.000000	26333.748047
621.000000	26190.789062
622.000000	26069.289062
623.000000	25964.783203
624.000000	25870.951172
625.000000	25784.941406
626.000000	25706.509766
627.000000	25632.726562
628.000000	25557.687500
629.000000	25478.183594
630.000000	25395.460937
631.000000	25311.792969
632.000000	25230.914062
633.000000	25154.710937
634.000000	25078.349609
635.000000	24996.771484
636.000000	24910.626953
637.000000	24821.923828
638.000000	24729.820312
639.000000	24632.542969
640.000000	24532.333984
641.000000	24433.867187
642.000000	24338.773437
643.000000	24245.992187
644.000000	24159.673828
645.000000	24090.781250
646.000000	24045.546875
647.000000	24020.630859
648.000000	24014.191406
649.000000	24031.148437
650.000000	24085.839844
651.000000	24225.355469
652.000000	24502.716797
653.000000	24958.353516
654.000000	25607.332031
655.000000	26278.158203
656.000000	26709.531250
657.000000	26765.339844
658.000000	26407.656250
659.000000	25686.896484
660.000000	24745.220703
661.000000	23751.154297
662.000000	22905.662109
663.000000	22318.890625
664.000000	21900.126953
665.000000	21556.753906
666.000000	21271.599609
667.000000	21040.722656
668.000000	20853.242187
669.000000	20697.853516
670.000000	20574.314453
671.000000	20486.195312
672.000000	20427.580078
673.000000	20386.851562
674.000000	20353.863281
675.000000	20320.000000
676.000000	20283.310547
677.000000	20249.804687
678.000000	20221.337891
679.000000	20191.794922
680.000000	20156.066406
681.000000	20113.476562
682.000000	20063.927734
683.000000	20006.970703
684.000000	19941.871094
685.000000	19866.767578
686.000000	19779.521484
687.000000	19678.685547
688.000000	19563.199219
689.000000	19432.509766
690.000000	19286.417969
691.000000	19124.500000
692.000000	18946.160156
693.000000	18752.148437
694.000000	18545.058594
695.000000	18324.455078
696.000000	18083.777344
697.000000	17819.244141
698.000000	17536.855469
699.000000	17241.968750
700.000000	16930.302734
701.000000	16596.480469
702.000000	16243.615234
703.000000	15877.457031
704.000000	15498.495117
705.000000	15104.423828
706.000000	14693.977539
707.000000	14266.720703
708.000000	13822.605469
709.000000	13361.937500
710.000000	12882.651367
711.000000	12379.066406
712.000000	11849.654297
713.000000	11302.503906
714.000000	10744.270508
715.000000	10173.210937
716.000000	9587.926758
717.000000	8996.165039
718.000000	8407.607422
719.000000	7827.173340
720.000000	7257.781250
721.000000	6702.272461
722.000000	6163.520020
723.000000	5645.631836
724.000000	5153.651367
725.000000	4689.330566
726.000000	4250.504883
727.000000	3835.218506
728.000000	3442.243164
729.000000	3072.130127
730.000000	2729.483398
731.000000	2415.552734
732.000000	2118.032471
